[Name]
Series 1 at Line 1

[Data]
X [ m ],Velocity u [ m s^-1 ]
4.96096872e-02, 7.39134429e-03
4.99905497e-02, 7.51585653e-03
5.03714122e-02, 7.63987470e-03
5.07522747e-02, 7.76316226e-03
5.11331372e-02, 7.88587611e-03
5.15139997e-02, 8.00807960e-03
5.18948622e-02, 8.12920835e-03
5.22757247e-02, 8.25025700e-03
5.26565872e-02, 8.37041344e-03
5.30374497e-02, 8.48986767e-03
5.34183122e-02, 8.60915706e-03
5.37991747e-02, 8.72708857e-03
5.41800372e-02, 8.84488691e-03
5.45608997e-02, 8.96193087e-03
5.49417622e-02, 9.07811336e-03
5.53226247e-02, 9.19416547e-03
5.57034872e-02, 9.30896308e-03
5.60843498e-02, 9.42346547e-03
5.64652123e-02, 9.53736994e-03
5.68460748e-02, 9.65027697e-03
5.72269373e-02, 9.76306014e-03
5.76077998e-02, 9.87473130e-03
5.79886623e-02, 9.98594798e-03
5.83695248e-02, 1.00967064e-02
5.87503873e-02, 1.02063641e-02
5.91312498e-02, 1.03158765e-02
5.95121123e-02, 1.04244296e-02
5.98929748e-02, 1.05323866e-02
6.02738373e-02, 1.06400140e-02
6.06546998e-02, 1.07464725e-02
6.10355623e-02, 1.08527318e-02
6.14164248e-02, 1.09581873e-02
6.17972873e-02, 1.10629331e-02
6.21781498e-02, 1.11674368e-02
6.25590086e-02, 1.12707596e-02
6.29398674e-02, 1.13738170e-02
6.33207262e-02, 1.14762131e-02
6.37015849e-02, 1.15778074e-02
6.40824437e-02, 1.16791530e-02
6.44633025e-02, 1.17794638e-02
6.48441613e-02, 1.18793910e-02
6.52250201e-02, 1.19787799e-02
6.56058788e-02, 1.20772785e-02
6.59867376e-02, 1.21755376e-02
6.63675964e-02, 1.22728944e-02
6.67484552e-02, 1.23697612e-02
6.71293139e-02, 1.24661932e-02
6.75101727e-02, 1.25616901e-02
6.78910315e-02, 1.26569225e-02
6.82718903e-02, 1.27513837e-02
6.86527491e-02, 1.28452666e-02
6.90336078e-02, 1.29388114e-02
6.94144666e-02, 1.30313775e-02
6.97953254e-02, 1.31236669e-02
7.01761842e-02, 1.32152960e-02
7.05570430e-02, 1.33062834e-02
7.09379017e-02, 1.33969672e-02
7.13187605e-02, 1.34867281e-02
7.16996193e-02, 1.35761546e-02
7.20804781e-02, 1.36650279e-02
7.24613369e-02, 1.37531944e-02
7.28421956e-02, 1.38410665e-02
7.32230544e-02, 1.39281303e-02
7.36039132e-02, 1.40147824e-02
7.39847720e-02, 1.41009707e-02
7.43656307e-02, 1.41864130e-02
7.47464895e-02, 1.42715592e-02
7.51273483e-02, 1.43559948e-02
7.55082071e-02, 1.44399656e-02
7.58890659e-02, 1.45235453e-02
7.62699246e-02, 1.46063501e-02
7.66507834e-02, 1.46888569e-02
7.70316422e-02, 1.47707500e-02
7.74125010e-02, 1.48521205e-02
7.77933598e-02, 1.49331745e-02
7.81742185e-02, 1.50134265e-02
7.85550773e-02, 1.50933815e-02
7.89359361e-02, 1.51728056e-02
7.93167949e-02, 1.52516672e-02
7.96976537e-02, 1.53302234e-02
8.00785124e-02, 1.54080596e-02
8.04593712e-02, 1.54855475e-02
8.08402300e-02, 1.55625846e-02
8.12210888e-02, 1.56390257e-02
8.16019475e-02, 1.57151576e-02
8.19828063e-02, 1.57906637e-02
8.23636651e-02, 1.58657748e-02
8.27445239e-02, 1.59404986e-02
8.31253827e-02, 1.60146039e-02
8.35062414e-02, 1.60884093e-02
8.38871002e-02, 1.61616523e-02
8.42679590e-02, 1.62344780e-02
8.46488178e-02, 1.63069572e-02
8.50296766e-02, 1.63788088e-02
8.54105353e-02, 1.64503697e-02
8.57913941e-02, 1.65214371e-02
8.61722529e-02, 1.65920500e-02
8.65531117e-02, 1.66623723e-02
8.69339705e-02, 1.67320520e-02
8.73148292e-02, 1.68014467e-02
8.76956880e-02, 1.68704037e-02
8.80765468e-02, 1.69388950e-02
8.84574056e-02, 1.70070827e-02
8.88382643e-02, 1.70747153e-02
8.92191231e-02, 1.71420258e-02
8.95999819e-02, 1.72089562e-02
8.99808407e-02, 1.72753967e-02
9.03616995e-02, 1.73415411e-02
9.07425582e-02, 1.74071901e-02
9.11234170e-02, 1.74724907e-02
9.15042758e-02, 1.75374635e-02
9.18851346e-02, 1.76019240e-02
9.22659934e-02, 1.76661033e-02
9.26468521e-02, 1.77298430e-02
9.30277109e-02, 1.77932084e-02
9.34085697e-02, 1.78562962e-02
9.37894285e-02, 1.79188475e-02
9.41702873e-02, 1.79811344e-02
9.45511460e-02, 1.80430301e-02
9.49320048e-02, 1.81045439e-02
9.53128636e-02, 1.81657858e-02
9.56937224e-02, 1.82265267e-02
9.60745811e-02, 1.82869919e-02
9.64554399e-02, 1.83471143e-02
9.68362987e-02, 1.84068382e-02
9.72171575e-02, 1.84662919e-02
9.75980163e-02, 1.85252968e-02
9.79788750e-02, 1.85840204e-02
9.83597338e-02, 1.86424293e-02
9.87405926e-02, 1.87004246e-02
9.91214514e-02, 1.87581554e-02
9.95023102e-02, 1.88154951e-02
9.98831689e-02, 1.88725293e-02
1.00264028e-01, 1.89292952e-02
1.00644886e-01, 1.89856235e-02
1.01025745e-01, 1.90417096e-02
1.01406604e-01, 1.90974399e-02
1.01787463e-01, 1.91528518e-02
1.02168322e-01, 1.92080215e-02
1.02549180e-01, 1.92627534e-02
1.02930039e-01, 1.93172470e-02
1.03310898e-01, 1.93714313e-02
1.03691757e-01, 1.94252804e-02
1.04072616e-01, 1.94788910e-02
1.04453474e-01, 1.95321087e-02
1.04834333e-01, 1.95850767e-02
1.05215192e-01, 1.96377654e-02
1.05596051e-01, 1.96901150e-02
1.05976909e-01, 1.97422244e-02
1.06357768e-01, 1.97939835e-02
1.06738627e-01, 1.98454838e-02
1.07119486e-01, 1.98967326e-02
1.07500345e-01, 1.99476238e-02
1.07881203e-01, 1.99982971e-02
1.08262062e-01, 2.00486518e-02
1.08642921e-01, 2.00987402e-02
1.09023780e-01, 2.01486014e-02
1.09404638e-01, 2.01980993e-02
1.09785497e-01, 2.02473849e-02
1.10166356e-01, 2.02963874e-02
1.10547215e-01, 2.03451142e-02
1.10928074e-01, 2.03936286e-02
1.11308932e-01, 2.04417910e-02
1.11689791e-01, 2.04897430e-02
1.12070650e-01, 2.05374397e-02
1.12451509e-01, 2.05848534e-02
1.12832367e-01, 2.06320602e-02
1.13213226e-01, 2.06789486e-02
1.13594085e-01, 2.07256172e-02
1.13974944e-01, 2.07720548e-02
1.14355803e-01, 2.08182111e-02
1.14736661e-01, 2.08641551e-02
1.15117520e-01, 2.09098160e-02
1.15498379e-01, 2.09552534e-02
1.15879238e-01, 2.10004766e-02
1.16260096e-01, 2.10454185e-02
1.16640955e-01, 2.10901462e-02
1.17021814e-01, 2.11346224e-02
1.17402673e-01, 2.11788714e-02
1.17783532e-01, 2.12229304e-02
1.18164390e-01, 2.12666821e-02
1.18545249e-01, 2.13102531e-02
1.18926108e-01, 2.13535875e-02
1.19306967e-01, 2.13966947e-02
1.19687825e-01, 2.14396156e-02
1.20068684e-01, 2.14822479e-02
1.20449543e-01, 2.15246975e-02
1.20830402e-01, 2.15669349e-02
1.21211261e-01, 2.16089357e-02
1.21592119e-01, 2.16507539e-02
1.21972978e-01, 2.16923114e-02
1.22353837e-01, 2.17336826e-02
1.22734696e-01, 2.17748638e-02
1.23115554e-01, 2.18157899e-02
1.23496413e-01, 2.18565539e-02
1.23877272e-01, 2.18970701e-02
1.24258131e-01, 2.19374020e-02
1.24638990e-01, 2.19775662e-02
1.25019848e-01, 2.20174566e-02
1.25400707e-01, 2.20571999e-02
1.25781566e-01, 2.20967233e-02
1.26162425e-01, 2.21360438e-02
1.26543283e-01, 2.21752189e-02
1.26924142e-01, 2.22141203e-02
1.27305001e-01, 2.22528763e-02
1.27685860e-01, 2.22914387e-02
1.28066719e-01, 2.23297942e-02
1.28447577e-01, 2.23680008e-02
1.28828436e-01, 2.24059597e-02
1.29209295e-01, 2.24437676e-02
1.29590154e-01, 2.24814005e-02
1.29971012e-01, 2.25188192e-02
1.30351871e-01, 2.25560926e-02
1.30732730e-01, 2.25931443e-02
1.31113589e-01, 2.26300377e-02
1.31494448e-01, 2.26667710e-02
1.31875306e-01, 2.27032863e-02
1.32256165e-01, 2.27396637e-02
1.32637024e-01, 2.27758363e-02
1.33017883e-01, 2.28118524e-02
1.33398741e-01, 2.28477214e-02
1.33779600e-01, 2.28833649e-02
1.34160459e-01, 2.29188725e-02
1.34541318e-01, 2.29542051e-02
1.34922177e-01, 2.29893625e-02
1.35303035e-01, 2.30243951e-02
1.35683894e-01, 2.30592005e-02
1.36064753e-01, 2.30938774e-02
1.36445612e-01, 2.31283903e-02
1.36826470e-01, 2.31627300e-02
1.37207329e-01, 2.31969319e-02
1.37588188e-01, 2.32309438e-02
1.37969047e-01, 2.32648160e-02
1.38349906e-01, 2.32985392e-02
1.38730764e-01, 2.33320892e-02
1.39111623e-01, 2.33655013e-02
1.39492482e-01, 2.33987346e-02
1.39873341e-01, 2.34318338e-02
1.40254200e-01, 2.34647915e-02
1.40635058e-01, 2.34975796e-02
1.41015917e-01, 2.35302262e-02
1.41396776e-01, 2.35627238e-02
1.41777635e-01, 2.35950742e-02
1.42158493e-01, 2.36272886e-02
1.42539352e-01, 2.36593373e-02
1.42920211e-01, 2.36912519e-02
1.43301070e-01, 2.37230211e-02
1.43681929e-01, 2.37546563e-02
1.44062787e-01, 2.37861481e-02
1.44443646e-01, 2.38174871e-02
1.44824505e-01, 2.38486920e-02
1.45205364e-01, 2.38797609e-02
1.45586222e-01, 2.39106957e-02
1.45967081e-01, 2.39414889e-02
1.46347940e-01, 2.39721462e-02
1.46728799e-01, 2.40026694e-02
1.47109658e-01, 2.40330696e-02
1.47490516e-01, 2.40633264e-02
1.47871375e-01, 2.40934491e-02
1.48252234e-01, 2.41234414e-02
1.48633093e-01, 2.41533108e-02
1.49013951e-01, 2.41830517e-02
1.49394810e-01, 2.42126528e-02
1.49775669e-01, 2.42421366e-02
1.50156528e-01, 2.42714789e-02
1.50537387e-01, 2.43007131e-02
1.50918245e-01, 2.43298318e-02
1.51299104e-01, 2.43587978e-02
1.51679963e-01, 2.43876521e-02
1.52060822e-01, 2.44163908e-02
1.52441680e-01, 2.44450010e-02
1.52822539e-01, 2.44734995e-02
1.53203398e-01, 2.45018601e-02
1.53584257e-01, 2.45301165e-02
1.53965116e-01, 2.45582517e-02
1.54345974e-01, 2.45862715e-02
1.54726833e-01, 2.46141702e-02
1.55107692e-01, 2.46419534e-02
1.55488551e-01, 2.46696211e-02
1.55869409e-01, 2.46971808e-02
1.56250268e-01, 2.47246251e-02
1.56631127e-01, 2.47519556e-02
1.57011986e-01, 2.47791689e-02
1.57392845e-01, 2.48062760e-02
1.57773703e-01, 2.48332787e-02
1.58154562e-01, 2.48601548e-02
1.58535421e-01, 2.48869359e-02
1.58916280e-01, 2.49136016e-02
1.59297138e-01, 2.49401685e-02
1.59677997e-01, 2.49666329e-02
1.60058856e-01, 2.49929745e-02
1.60439715e-01, 2.50192154e-02
1.60820574e-01, 2.50453576e-02
1.61201432e-01, 2.50713900e-02
1.61582291e-01, 2.50973254e-02
1.61963150e-01, 2.51231454e-02
1.62344009e-01, 2.51488760e-02
1.62724867e-01, 2.51745023e-02
1.63105726e-01, 2.52000317e-02
1.63486585e-01, 2.52254531e-02
1.63867444e-01, 2.52507739e-02
1.64248303e-01, 2.52760015e-02
1.64629161e-01, 2.53011398e-02
1.65010020e-01, 2.53261719e-02
1.65390879e-01, 2.53511015e-02
1.65771738e-01, 2.53759436e-02
1.66152596e-01, 2.54006870e-02
1.66533455e-01, 2.54253466e-02
1.66914314e-01, 2.54498925e-02
1.67295173e-01, 2.54743584e-02
1.67676032e-01, 2.54987255e-02
1.68056890e-01, 2.55230051e-02
1.68437749e-01, 2.55471971e-02
1.68818608e-01, 2.55712848e-02
1.69199467e-01, 2.55952906e-02
1.69580325e-01, 2.56192070e-02
1.69961184e-01, 2.56430320e-02
1.70342043e-01, 2.56667770e-02
1.70722902e-01, 2.56904177e-02
1.71103761e-01, 2.57139839e-02
1.71484619e-01, 2.57374644e-02
1.71865478e-01, 2.57608518e-02
1.72246337e-01, 2.57841535e-02
1.72627196e-01, 2.58073695e-02
1.73008054e-01, 2.58305036e-02
1.73388913e-01, 2.58535556e-02
1.73769772e-01, 2.58765239e-02
1.74150631e-01, 2.58994065e-02
1.74531490e-01, 2.59222016e-02
1.74912348e-01, 2.59449221e-02
1.75293207e-01, 2.59675719e-02
1.75674066e-01, 2.59901211e-02
1.76054925e-01, 2.60125957e-02
1.76435784e-01, 2.60349922e-02
1.76816642e-01, 2.60573160e-02
1.77197501e-01, 2.60795541e-02
1.77578360e-01, 2.61017084e-02
1.77959219e-01, 2.61237957e-02
1.78340077e-01, 2.61458028e-02
1.78720936e-01, 2.61677355e-02
1.79101795e-01, 2.61895843e-02
1.79482654e-01, 2.62113586e-02
1.79863513e-01, 2.62330621e-02
1.80244371e-01, 2.62546912e-02
1.80625230e-01, 2.62762439e-02
1.81006089e-01, 2.62977220e-02
1.81386948e-01, 2.63191219e-02
1.81767806e-01, 2.63404548e-02
1.82148665e-01, 2.63617169e-02
1.82529524e-01, 2.63829045e-02
1.82910383e-01, 2.64040120e-02
1.83291242e-01, 2.64250524e-02
1.83672100e-01, 2.64460258e-02
1.84052959e-01, 2.64669321e-02
1.84433818e-01, 2.64877565e-02
1.84814677e-01, 2.65085157e-02
1.85195535e-01, 2.65292022e-02
1.85576394e-01, 2.65498273e-02
1.85957253e-01, 2.65703835e-02
1.86338112e-01, 2.65908577e-02
1.86718971e-01, 2.66112667e-02
1.87099829e-01, 2.66316161e-02
1.87480688e-01, 2.66518742e-02
1.87861547e-01, 2.66720913e-02
1.88242406e-01, 2.66922116e-02
1.88623264e-01, 2.67122760e-02
1.89004123e-01, 2.67323032e-02
1.89384982e-01, 2.67522186e-02
1.89765841e-01, 2.67721042e-02
1.90146700e-01, 2.67918985e-02
1.90527558e-01, 2.68116370e-02
1.90908417e-01, 2.68313214e-02
1.91289276e-01, 2.68509034e-02
1.91670135e-01, 2.68704444e-02
1.92050993e-01, 2.68899072e-02
1.92431852e-01, 2.69093066e-02
1.92812711e-01, 2.69286428e-02
1.93193570e-01, 2.69478932e-02
1.93574429e-01, 2.69670859e-02
1.93955287e-01, 2.69862078e-02
1.94336146e-01, 2.70052254e-02
1.94717005e-01, 2.70242207e-02
1.95097864e-01, 2.70431079e-02
1.95478722e-01, 2.70619486e-02
1.95859581e-01, 2.70807147e-02
1.96240440e-01, 2.70994082e-02
1.96621299e-01, 2.71180272e-02
1.97002158e-01, 2.71365624e-02
1.97383016e-01, 2.71550324e-02
1.97763875e-01, 2.71734204e-02
1.98144734e-01, 2.71917190e-02
1.98525593e-01, 2.72099413e-02
1.98906451e-01, 2.72281449e-02
1.99287310e-01, 2.72461586e-02
1.99668169e-01, 2.72650309e-02
2.00049028e-01, 2.72816792e-02


